Date,Population,Region
2021-05-03,9639,saskatoon
2021-05-03,697,central west
2021-05-03,1943,central east
2021-05-03,10753,regina
2021-05-03,910,south west
2021-05-03,1475,south central
2021-05-03,2221,south east
2021-05-03,41806,total
2021-05-04,2411,far north west
2021-05-04,354,far north central
2021-05-04,2057,far north east
2021-05-04,3942,north west
2021-05-04,3859,north central
2021-05-04,1457,north east
2021-05-04,9725,saskatoon
2021-05-04,700,central west
2021-05-04,1954,central east
2021-05-04,10792,regina
2021-05-04,918,south west
2021-05-04,1484,south central
2021-05-04,2229,south east
2021-05-04,42006,total
2021-05-05,2413,far north west
2021-05-05,354,far north central
2021-05-05,2057,far north east
2021-05-05,3960,north west
2021-05-05,3872,north central
2021-05-05,1462,north east
2021-05-05,9765,saskatoon
2021-05-05,702,central west
2021-05-05,1970,central east
2021-05-05,10836,regina
2021-05-05,933,south west
2021-05-05,1492,south central
2021-05-05,2261,south east
2021-05-05,42203,total
2021-05-06,2414,far north west
2021-05-06,354,far north central
2021-05-06,2058,far north east
2021-05-06,3975,north west
2021-05-06,3906,north central
2021-05-06,1473,north east
2021-05-06,9784,saskatoon
2021-05-06,702,central west
2021-05-06,1982,central east
2021-05-06,10876,regina
2021-05-06,939,south west
2021-05-06,1505,south central
2021-05-06,2284,south east
2021-05-06,42376,total
2021-05-07,2416,far north west
2021-05-07,354,far north central
2021-05-07,2063,far north east
2021-05-07,4016,north west
2021-05-07,3924,north central
2021-05-07,1482,north east
2021-05-07,9887,saskatoon
2021-05-07,704,central west
2021-05-07,1994,central east
2021-05-07,10949,regina
2021-05-07,949,south west
2021-05-07,1512,south central
2021-05-07,2317,south east
2021-05-07,42695,total
2021-05-08,2427,far north west
2021-05-08,354,far north central
2021-05-08,2063,far north east
2021-05-08,4041,north west
2021-05-08,3948,north central
2021-05-08,1485,north east
2021-05-08,9960,saskatoon
2021-05-08,705,central west
2021-05-08,2016,central east
2021-05-08,11000,regina
2021-05-08,959,south west
2021-05-08,1526,south central
2021-05-08,2348,south east
2021-05-08,42964,total
2021-05-09,2435,far north west
2021-05-09,354,far north central
2021-05-09,2063,far north east
2021-05-09,4059,north west
2021-05-09,3958,north central
2021-05-09,1485,north east
2021-05-09,10000,saskatoon
2021-05-09,706,central west
2021-05-09,2030,central east
2021-05-09,11043,regina
2021-05-09,970,south west
2021-05-09,1541,south central
2021-05-09,2366,south east
2021-05-09,43141,total
2021-05-10,2437,far north west
2021-05-10,354,far north central
2021-05-10,2063,far north east
2021-05-10,4071,north west
2021-05-10,3967,north central
2021-05-10,1491,north east
2021-05-10,10043,saskatoon
2021-05-10,706,central west
2021-05-10,2038,central east
2021-05-10,11079,regina
2021-05-10,980,south west
2021-05-10,1552,south central
2021-05-10,2375,south east
2021-05-10,43288,total
2021-05-11,2440,far north west
2021-05-11,354,far north central
2021-05-11,2069,far north east
2021-05-11,4086,north west
2021-05-11,3996,north central
2021-05-11,1494,north east
2021-05-11,10096,saskatoon
2021-05-11,707,central west
2021-05-11,2046,central east
2021-05-11,11130,regina
2021-05-11,987,south west
2021-05-11,1564,south central
2021-05-11,2382,south east
2021-05-11,43481,total
2021-05-12,2445,far north west
2021-05-12,354,far north central
2021-05-12,2069,far north east
2021-05-12,4116,north west
2021-05-12,4004,north central
2021-05-12,1495,north east
2021-05-12,10151,saskatoon
2021-05-12,710,central west
2021-05-12,2061,central east
2021-05-12,11173,regina
2021-05-12,990,south west
2021-05-12,1571,south central
2021-05-12,2405,south east
2021-05-12,43673,total
2021-05-13,2445,far north west
2021-05-13,354,far north central
2021-05-13,2069,far north east
2021-05-13,4116,north west
2021-05-13,4004,north central
2021-05-13,1495,north east
2021-05-13,10151,saskatoon
2021-05-13,710,central west
2021-05-13,2061,central east
2021-05-13,11173,regina
2021-05-13,990,south west
2021-05-13,1571,south central
2021-05-13,2405,south east
2021-05-13,43673,total
2021-05-14,2459,far north west
2021-05-14,355,far north central
2021-05-14,2089,far north east
2021-05-14,4157,north west
2021-05-14,4033,north central
2021-05-14,1509,north east
2021-05-14,10278,saskatoon
2021-05-14,724,central west
2021-05-14,2104,central east
2021-05-14,11244,regina
2021-05-14,1010,south west
2021-05-14,1608,south central
2021-05-14,2456,south east
2021-05-14,44159,total
2021-05-15,2462,far north west
2021-05-15,355,far north central
2021-05-15,2093,far north east
2021-05-15,4178,north west
2021-05-15,4062,north central
2021-05-15,1512,north east
2021-05-15,10345,saskatoon
2021-05-15,727,central west
2021-05-15,2124,central east
2021-05-15,11270,regina
2021-05-15,1019,south west
2021-05-15,1614,south central
2021-05-15,2470,south east
2021-05-15,44364,total
2021-05-16,2468,far north west
2021-05-16,355,far north central
2021-05-16,2094,far north east
2021-05-16,4198,north west
2021-05-16,4078,north central
2021-05-16,1512,north east
2021-05-16,10400,saskatoon
2021-05-16,728,central west
2021-05-16,2130,central east
2021-05-16,11299,regina
2021-05-16,1022,south west
2021-05-16,1625,south central
2021-05-16,2484,south east
2021-05-16,44531,total
2021-05-17,2476,far north west
2021-05-17,355,far north central
2021-05-17,2094,far north east
2021-05-17,4216,north west
2021-05-17,4083,north central
2021-05-17,1513,north east
2021-05-17,10455,saskatoon
2021-05-17,729,central west
2021-05-17,2151,central east
2021-05-17,11341,regina
2021-05-17,1030,south west
2021-05-17,1636,south central
2021-05-17,2493,south east
2021-05-17,44709,total
2021-05-18,2477,far north west
2021-05-18,355,far north central
2021-05-18,2099,far north east
2021-05-18,4235,north west
2021-05-18,4097,north central
2021-05-18,1517,north east
2021-05-18,10503,saskatoon
2021-05-18,732,central west
2021-05-18,2156,central east
2021-05-18,11367,regina
2021-05-18,1031,south west
2021-05-18,1638,south central
2021-05-18,2500,south east
2021-05-18,44841,total
2021-05-19,2482,far north west
2021-05-19,355,far north central
2021-05-19,2100,far north east
2021-05-19,4255,north west
2021-05-19,4110,north central
2021-05-19,1518,north east
2021-05-19,10541,saskatoon
2021-05-19,736,central west
2021-05-19,2171,central east
2021-05-19,11387,regina
2021-05-19,1034,south west
2021-05-19,1645,south central
2021-05-19,2509,south east
2021-05-19,44982,total
2021-05-20,2484,far north west
2021-05-20,355,far north central
2021-05-20,2102,far north east
2021-05-20,4266,north west
2021-05-20,4121,north central
2021-05-20,1519,north east
2021-05-20,10593,saskatoon
2021-05-20,736,central west
2021-05-20,2189,central east
2021-05-20,11413,regina
2021-05-20,1036,south west
2021-05-20,1653,south central
2021-05-20,2521,south east
2021-05-20,45128,total
2021-05-21,2488,far north west
2021-05-21,355,far north central
2021-05-21,2107,far north east
2021-05-21,4291,north west
2021-05-21,4135,north central
2021-05-21,1520,north east
2021-05-21,10628,saskatoon
2021-05-21,742,central west
2021-05-21,2215,central east
2021-05-21,11444,regina
2021-05-21,1040,south west
2021-05-21,1659,south central
2021-05-21,2539,south east
2021-05-21,45310,total
2021-05-22,2491,far north west
2021-05-22,355,far north central
2021-05-22,2108,far north east
2021-05-22,4313,north west
2021-05-22,4161,north central
2021-05-22,1525,north east
2021-05-22,10682,saskatoon
2021-05-22,746,central west
2021-05-22,2232,central east
2021-05-22,11464,regina
2021-05-22,1049,south west
2021-05-22,1660,south central
2021-05-22,2557,south east
2021-05-22,45490,total
2021-05-23,2498,far north west
2021-05-23,355,far north central
2021-05-23,2109,far north east
2021-05-23,4320,north west
2021-05-23,4173,north central
2021-05-23,1525,north east
2021-05-23,10723,saskatoon
2021-05-23,748,central west
2021-05-23,2250,central east
2021-05-23,11480,regina
2021-05-23,1054,south west
2021-05-23,1661,south central
2021-05-23,2562,south east
2021-05-23,45605,total
2021-05-24,2501,far north west
2021-05-24,355,far north central
2021-05-24,2112,far north east
2021-05-24,4340,north west
2021-05-24,4177,north central
2021-05-24,1526,north east
2021-05-24,10758,saskatoon
2021-05-24,749,central west
2021-05-24,2260,central east
2021-05-24,11494,regina
2021-05-24,1055,south west
2021-05-24,1665,south central
2021-05-24,2570,south east
2021-05-24,45709,total
2021-05-25,2503,far north west
2021-05-25,355,far north central
2021-05-25,2112,far north east
2021-05-25,4351,north west
2021-05-25,4198,north central
2021-05-25,1527,north east
2021-05-25,10803,saskatoon
2021-05-25,753,central west
2021-05-25,2265,central east
2021-05-25,11509,regina
2021-05-25,1057,south west
2021-05-25,1667,south central
2021-05-25,2573,south east
2021-05-25,45820,total
2021-05-26,2506,far north west
2021-05-26,357,far north central
2021-05-26,2127,far north east
2021-05-26,4370,north west
2021-05-26,4207,north central
2021-05-26,1530,north east
2021-05-26,10860,saskatoon
2021-05-26,756,central west
2021-05-26,2267,central east
2021-05-26,11550,regina
2021-05-26,1062,south west
2021-05-26,1678,south central
2021-05-26,2579,south east
2021-05-26,46001,total
2021-05-27,2509,far north west
2021-05-27,357,far north central
2021-05-27,2135,far north east
2021-05-27,4381,north west
2021-05-27,4227,north central
2021-05-27,1533,north east
2021-05-27,10894,saskatoon
2021-05-27,756,central west
2021-05-27,2273,central east
2021-05-27,11587,regina
2021-05-27,1062,south west
2021-05-27,1680,south central
2021-05-27,2597,south east
2021-05-27,46163,total
2021-05-28,2513,far north west
2021-05-28,358,far north central
2021-05-28,2135,far north east
2021-05-28,4387,north west
2021-05-28,4239,north central
2021-05-28,1535,north east
2021-05-28,10932,saskatoon
2021-05-28,756,central west
2021-05-28,2289,central east
2021-05-28,11608,regina
2021-05-28,1063,south west
2021-05-28,1691,south central
2021-05-28,2602,south east
2021-05-28,46285,total
2021-05-29,2518,far north west
2021-05-29,358,far north central
2021-05-29,2140,far north east
2021-05-29,4408,north west
2021-05-29,4258,north central
2021-05-29,1540,north east
2021-05-29,10970,saskatoon
2021-05-29,758,central west
2021-05-29,2299,central east
2021-05-29,11636,regina
2021-05-29,1074,south west
2021-05-29,1710,south central
2021-05-29,2620,south east
2021-05-29,46464,total
2021-05-30,2525,far north west
2021-05-30,358,far north central
2021-05-30,2142,far north east
2021-05-30,4420,north west
2021-05-30,4275,north central
2021-05-30,1543,north east
2021-05-30,11040,saskatoon
2021-05-30,761,central west
2021-05-30,2307,central east
2021-05-30,11655,regina
2021-05-30,1078,south west
2021-05-30,1720,south central
2021-05-30,2637,south east
2021-05-30,46635,total
2021-05-31,2531,far north west
2021-05-31,358,far north central
2021-05-31,2142,far north east
2021-05-31,4430,north west
2021-05-31,4286,north central
2021-05-31,1544,north east
2021-05-31,11064,saskatoon
2021-05-31,761,central west
2021-05-31,2315,central east
2021-05-31,11679,regina
2021-05-31,1083,south west
2021-05-31,1735,south central
2021-05-31,2646,south east
2021-05-31,46748,total
2021-06-01,2532,far north west
2021-06-01,358,far north central
2021-06-01,2143,far north east
2021-06-01,4435,north west
2021-06-01,4301,north central
2021-06-01,1546,north east
2021-06-01,11090,saskatoon
2021-06-01,761,central west
2021-06-01,2319,central east
2021-06-01,11690,regina
2021-06-01,1090,south west
2021-06-01,1748,south central
2021-06-01,2647,south east
2021-06-01,46834,total
2021-06-02,2540,far north west
2021-06-02,358,far north central
2021-06-02,2143,far north east
2021-06-02,4448,north west
2021-06-02,4309,north central
2021-06-02,1553,north east
2021-06-02,11136,saskatoon
2021-06-02,762,central west
2021-06-02,2321,central east
2021-06-02,11712,regina
2021-06-02,1092,south west
2021-06-02,1760,south central
2021-06-02,2654,south east
2021-06-02,46964,total
2021-06-03,2545,far north west
2021-06-03,358,far north central
2021-06-03,2154,far north east
2021-06-03,4462,north west
2021-06-03,4318,north central
2021-06-03,1560,north east
2021-06-03,11171,saskatoon
2021-06-03,763,central west
2021-06-03,2324,central east
2021-06-03,11733,regina
2021-06-03,1093,south west
2021-06-03,1792,south central
2021-06-03,2646,south east
2021-06-03,47097,total
2021-06-04,2550,far north west
2021-06-04,358,far north central
2021-06-04,2167,far north east
2021-06-04,4473,north west
2021-06-04,4324,north central
2021-06-04,1562,north east
2021-06-04,11191,saskatoon
2021-06-04,764,central west
2021-06-04,2329,central east
2021-06-04,11745,regina
2021-06-04,1093,south west
2021-06-04,1803,south central
2021-06-04,2651,south east
2021-06-04,47186,total
2021-06-05,2556,far north west
2021-06-05,358,far north central
2021-06-05,2168,far north east
2021-06-05,4492,north west
2021-06-05,4333,north central
2021-06-05,1566,north east
2021-06-05,11207,saskatoon
2021-06-05,768,central west
2021-06-05,2329,central east
2021-06-05,11756,regina
2021-06-05,1096,south west
2021-06-05,1821,south central
2021-06-05,2660,south east
2021-06-05,47285,total
2021-06-06,2556,far north west
2021-06-06,358,far north central
2021-06-06,2171,far north east
2021-06-06,4501,north west
2021-06-06,4341,north central
2021-06-06,1566,north east
2021-06-06,11233,saskatoon
2021-06-06,770,central west
2021-06-06,2335,central east
2021-06-06,11772,regina
2021-06-06,1096,south west
2021-06-06,1828,south central
2021-06-06,2661,south east
2021-06-06,47359,total
2021-06-07,2556,far north west
2021-06-07,358,far north central
2021-06-07,2173,far north east
2021-06-07,4513,north west
2021-06-07,4350,north central
2021-06-07,1567,north east
2021-06-07,11248,saskatoon
2021-06-07,770,central west
2021-06-07,2348,central east
2021-06-07,11781,regina
2021-06-07,1096,south west
2021-06-07,1835,south central
2021-06-07,2661,south east
2021-06-07,47427,total
2021-06-08,2560,far north west
2021-06-08,358,far north central
2021-06-08,2177,far north east
2021-06-08,4535,north west
2021-06-08,4365,north central
2021-06-08,1574,north east
2021-06-08,11262,saskatoon
2021-06-08,774,central west
2021-06-08,2349,central east
2021-06-08,11798,regina
2021-06-08,1096,south west
2021-06-08,1838,south central
2021-06-08,2666,south east
2021-06-08,47517,total
2021-06-09,2561,far north west
2021-06-09,358,far north central
2021-06-09,2181,far north east
2021-06-09,4541,north west
2021-06-09,4372,north central
2021-06-09,1576,north east
2021-06-09,11283,saskatoon
2021-06-09,775,central west
2021-06-09,2355,central east
2021-06-09,11810,regina
2021-06-09,1096,south west
2021-06-09,1839,south central
2021-06-09,2666,south east
2021-06-09,47574,total
2021-06-10,2571,far north west
2021-06-10,358,far north central
2021-06-10,2182,far north east
2021-06-10,4550,north west
2021-06-10,4385,north central
2021-06-10,1576,north east
2021-06-10,11308,saskatoon
2021-06-10,776,central west
2021-06-10,2356,central east
2021-06-10,11830,regina
2021-06-10,1098,south west
2021-06-10,1850,south central
2021-06-10,2673,south east
2021-06-10,47668,total
2021-06-11,2575,far north west
2021-06-11,358,far north central
2021-06-11,2195,far north east
2021-06-11,4563,north west
2021-06-11,4392,north central
2021-06-11,1580,north east
2021-06-11,11328,saskatoon
2021-06-11,776,central west
2021-06-11,2360,central east
2021-06-11,11844,regina
2021-06-11,1105,south west
2021-06-11,1857,south central
2021-06-11,2676,south east
2021-06-11,47764,total
2021-06-12,2578,far north west
2021-06-12,358,far north central
2021-06-12,2200,far north east
2021-06-12,4582,north west
2021-06-12,4409,north central
2021-06-12,1582,north east
2021-06-12,11357,saskatoon
2021-06-12,781,central west
2021-06-12,2363,central east
2021-06-12,11854,regina
2021-06-12,1108,south west
2021-06-12,1865,south central
2021-06-12,2680,south east
2021-06-12,47875,total
2021-06-13,2582,far north west
2021-06-13,358,far north central
2021-06-13,2201,far north east
2021-06-13,4586,north west
2021-06-13,4415,north central
2021-06-13,1582,north east
2021-06-13,11371,saskatoon
2021-06-13,781,central west
2021-06-13,2363,central east
2021-06-13,11865,regina
2021-06-13,1112,south west
2021-06-13,1879,south central
2021-06-13,2689,south east
2021-06-13,47941,total
2021-06-14,2583,far north west
2021-06-14,358,far north central
2021-06-14,2202,far north east
2021-06-14,4591,north west
2021-06-14,4417,north central
2021-06-14,1582,north east
2021-06-14,11394,saskatoon
2021-06-14,784,central west
2021-06-14,2366,central east
2021-06-14,11877,regina
2021-06-14,1114,south west
2021-06-14,1882,south central
2021-06-14,2690,south east
2021-06-14,47996,total
2021-06-15,2585,far north west
2021-06-15,358,far north central
2021-06-15,2203,far north east
2021-06-15,4597,north west
2021-06-15,4420,north central
2021-06-15,1583,north east
2021-06-15,11406,saskatoon
2021-06-15,787,central west
2021-06-15,2368,central east
2021-06-15,11891,regina
2021-06-15,1114,south west
2021-06-15,1883,south central
2021-06-15,2691,south east
2021-06-15,48043,total
2021-06-16,2586,far north west
2021-06-16,358,far north central
2021-06-16,2204,far north east
2021-06-16,4601,north west
2021-06-16,4425,north central
2021-06-16,1588,north east
2021-06-16,11425,saskatoon
2021-06-16,791,central west
2021-06-16,2374,central east
2021-06-16,11920,regina
2021-06-16,1115,south west
2021-06-16,1885,south central
2021-06-16,2695,south east
2021-06-16,48125,total
2021-06-17,2590,far north west
2021-06-17,358,far north central
2021-06-17,2205,far north east
2021-06-17,4610,north west
2021-06-17,4432,north central
2021-06-17,1593,north east
2021-06-17,11450,saskatoon
2021-06-17,802,central west
2021-06-17,2376,central east
2021-06-17,11930,regina
2021-06-17,1118,south west
2021-06-17,1892,south central
2021-06-17,2700,south east
2021-06-17,48220,total
2021-06-18,2592,far north west
2021-06-18,358,far north central
2021-06-18,2209,far north east
2021-06-18,4620,north west
2021-06-18,4451,north central
2021-06-18,1595,north east
2021-06-18,11463,saskatoon
2021-06-18,810,central west
2021-06-18,2385,central east
2021-06-18,11958,regina
2021-06-18,1118,south west
2021-06-18,1896,south central
2021-06-18,2704,south east
2021-06-18,48327,total
2021-06-19,2601,far north west
2021-06-19,358,far north central
2021-06-19,2211,far north east
2021-06-19,4627,north west
2021-06-19,4452,north central
2021-06-19,1597,north east
2021-06-19,11475,saskatoon
2021-06-19,811,central west
2021-06-19,2390,central east
2021-06-19,11970,regina
2021-06-19,1119,south west
2021-06-19,1899,south central
2021-06-19,2707,south east
2021-06-19,48381,total
2021-06-20,2606,far north west
2021-06-20,358,far north central
2021-06-20,2214,far north east
2021-06-20,4636,north west
2021-06-20,4456,north central
2021-06-20,1597,north east
2021-06-20,11502,saskatoon
2021-06-20,812,central west
2021-06-20,2390,central east
2021-06-20,11979,regina
2021-06-20,1119,south west
2021-06-20,1902,south central
2021-06-20,2710,south east
2021-06-20,48441,total
2021-06-21,2611,far north west
2021-06-21,358,far north central
2021-06-21,2215,far north east
2021-06-21,4639,north west
2021-06-21,4466,north central
2021-06-21,1597,north east
2021-06-21,11508,saskatoon
2021-06-21,814,central west
2021-06-21,2390,central east
2021-06-21,11995,regina
2021-06-21,1119,south west
2021-06-21,1905,south central
2021-06-21,2711,south east
2021-06-21,48490,total
2021-06-22,2611,far north west
2021-06-22,358,far north central
2021-06-22,2217,far north east
2021-06-22,4640,north west
2021-06-22,4467,north central
2021-06-22,1597,north east
2021-06-22,11513,saskatoon
2021-06-22,814,central west
2021-06-22,2390,central east
2021-06-22,12004,regina
2021-06-22,1117,south west
2021-06-22,1905,south central
2021-06-22,2717,south east
2021-06-22,48505,total
2021-06-23,2614,far north west
2021-06-23,358,far north central
2021-06-23,2218,far north east
2021-06-23,4643,north west
2021-06-23,4468,north central
2021-06-23,1598,north east
2021-06-23,11523,saskatoon
2021-06-23,814,central west
2021-06-23,2393,central east
2021-06-23,12010,regina
2021-06-23,1117,south west
2021-06-23,1905,south central
2021-06-23,2721,south east
2021-06-23,48537,total
2021-06-24,2618,far north west
2021-06-24,359,far north central
2021-06-24,2219,far north east
2021-06-24,4653,north west
2021-06-24,4475,north central
2021-06-24,1598,north east
2021-06-24,11533,saskatoon
2021-06-24,816,central west
2021-06-24,2397,central east
2021-06-24,12021,regina
2021-06-24,1117,south west
2021-06-24,1905,south central
2021-06-24,2724,south east
2021-06-24,48590,total
2021-06-25,2624,far north west
2021-06-25,361,far north central
2021-06-25,2221,far north east
2021-06-25,4656,north west
2021-06-25,4476,north central
2021-06-25,1598,north east
2021-06-25,11549,saskatoon
2021-06-25,818,central west
2021-06-25,2404,central east
2021-06-25,12032,regina
2021-06-25,1117,south west
2021-06-25,1905,south central
2021-06-25,2727,south east
2021-06-25,48646,total
2021-06-26,2634,far north west
2021-06-26,361,far north central
2021-06-26,2225,far north east
2021-06-26,4667,north west
2021-06-26,4480,north central
2021-06-26,1598,north east
2021-06-26,11564,saskatoon
2021-06-26,822,central west
2021-06-26,2405,central east
2021-06-26,12040,regina
2021-06-26,1117,south west
2021-06-26,1907,south central
2021-06-26,2733,south east
2021-06-26,48706,total
2021-06-27,2640,far north west
2021-06-27,362,far north central
2021-06-27,2230,far north east
2021-06-27,4669,north west
2021-06-27,4486,north central
2021-06-27,1598,north east
2021-06-27,11569,saskatoon
2021-06-27,823,central west
2021-06-27,2408,central east
2021-06-27,12049,regina
2021-06-27,1117,south west
2021-06-27,1908,south central
2021-06-27,2735,south east
2021-06-27,48754,total
2021-06-28,2642,far north west
2021-06-28,362,far north central
2021-06-28,2232,far north east
2021-06-28,4672,north west
2021-06-28,4487,north central
2021-06-28,1598,north east
2021-06-28,11572,saskatoon
2021-06-28,823,central west
2021-06-28,2409,central east
2021-06-28,12053,regina
2021-06-28,1117,south west
2021-06-28,1908,south central
2021-06-28,2738,south east
2021-06-28,48771,total
2021-06-29,2649,far north west
2021-06-29,362,far north central
2021-06-29,2234,far north east
2021-06-29,4684,north west
2021-06-29,4496,north central
2021-06-29,1598,north east
2021-06-29,11580,saskatoon
2021-06-29,825,central west
2021-06-29,2409,central east
2021-06-29,12067,regina
2021-06-29,1117,south west
2021-06-29,1908,south central
2021-06-29,2738,south east
2021-06-29,48823,total
2021-06-30,2652,far north west
2021-06-30,362,far north central
2021-06-30,2235,far north east
2021-06-30,4690,north west
2021-06-30,4498,north central
2021-06-30,1599,north east
2021-06-30,11591,saskatoon
2021-06-30,825,central west
2021-06-30,2410,central east
2021-06-30,12069,regina
2021-06-30,1117,south west
2021-06-30,1908,south central
2021-06-30,2739,south east
2021-06-30,48854,total
2021-07-01,2658,far north west
2021-07-01,363,far north central
2021-07-01,2236,far north east
2021-07-01,4687,north west
2021-07-01,4500,north central
2021-07-01,1600,north east
2021-07-01,11596,saskatoon
2021-07-01,825,central west
2021-07-01,2411,central east
2021-07-01,12073,regina
2021-07-01,1117,south west
2021-07-01,1910,south central
2021-07-01,2740,south east
2021-07-01,48861,total
2021-07-02,2663,far north west
2021-07-02,364,far north central
2021-07-02,2236,far north east
2021-07-02,4689,north west
2021-07-02,4504,north central
2021-07-02,1600,north east
2021-07-02,11600,saskatoon
2021-07-02,825,central west
2021-07-02,2412,central east
2021-07-02,12080,regina
2021-07-02,1118,south west
2021-07-02,1910,south central
2021-07-02,2740,south east
2021-07-02,48882,total
2021-07-03,2667,far north west
2021-07-03,364,far north central
2021-07-03,2250,far north east
2021-07-03,4694,north west
2021-07-03,4506,north central
2021-07-03,1600,north east
2021-07-03,11607,saskatoon
2021-07-03,825,central west
2021-07-03,2412,central east
2021-07-03,12089,regina
2021-07-03,1119,south west
2021-07-03,1912,south central
2021-07-03,2742,south east
2021-07-03,48931,total
2021-07-04,2677,far north west
2021-07-04,364,far north central
2021-07-04,2250,far north east
2021-07-04,4696,north west
2021-07-04,4506,north central
2021-07-04,1600,north east
2021-07-04,11615,saskatoon
2021-07-04,825,central west
2021-07-04,2412,central east
2021-07-04,12098,regina
2021-07-04,1119,south west
2021-07-04,1912,south central
2021-07-04,2743,south east
2021-07-04,48958,total
2021-07-05,2678,far north west
2021-07-05,364,far north central
2021-07-05,2253,far north east
2021-07-05,4696,north west
2021-07-05,4507,north central
2021-07-05,1603,north east
2021-07-05,11616,saskatoon
2021-07-05,825,central west
2021-07-05,2412,central east
2021-07-05,12107,regina
2021-07-05,1119,south west
2021-07-05,1912,south central
2021-07-05,2743,south east
2021-07-05,48978,total
2021-07-06,2683,far north west
2021-07-06,365,far north central
2021-07-06,2253,far north east
2021-07-06,4698,north west
2021-07-06,4511,north central
2021-07-06,1603,north east
2021-07-06,11616,saskatoon
2021-07-06,825,central west
2021-07-06,2412,central east
2021-07-06,12109,regina
2021-07-06,1119,south west
2021-07-06,1912,south central
2021-07-06,2743,south east
2021-07-06,48992,total
2021-07-07,2688,far north west
2021-07-07,365,far north central
2021-07-07,2255,far north east
2021-07-07,4698,north west
2021-07-07,4516,north central
2021-07-07,1603,north east
2021-07-07,11622,saskatoon
2021-07-07,828,central west
2021-07-07,2412,central east
2021-07-07,12119,regina
2021-07-07,1129,south west
2021-07-07,1912,south central
2021-07-07,2744,south east
2021-07-07,49039,total
2021-07-08,2691,far north west
2021-07-08,368,far north central
2021-07-08,2313,far north east
2021-07-08,4703,north west
2021-07-08,4519,north central
2021-07-08,1603,north east
2021-07-08,11638,saskatoon
2021-07-08,829,central west
2021-07-08,2414,central east
2021-07-08,12131,regina
2021-07-08,1129,south west
2021-07-08,1912,south central
2021-07-08,2744,south east
2021-07-08,49152,total
2021-07-09,2696,far north west
2021-07-09,368,far north central
2021-07-09,2329,far north east
2021-07-09,4711,north west
2021-07-09,4528,north central
2021-07-09,1605,north east
2021-07-09,11643,saskatoon
2021-07-09,829,central west
2021-07-09,2415,central east
2021-07-09,12136,regina
2021-07-09,1133,south west
2021-07-09,1913,south central
2021-07-09,2748,south east
2021-07-09,49198,total
2021-07-10,2704,far north west
2021-07-10,368,far north central
2021-07-10,2338,far north east
2021-07-10,4712,north west
2021-07-10,4529,north central
2021-07-10,1606,north east
2021-07-10,11648,saskatoon
2021-07-10,829,central west
2021-07-10,2415,central east
2021-07-10,12144,regina
2021-07-10,1133,south west
2021-07-10,1914,south central
2021-07-10,2754,south east
2021-07-10,49240,total
2021-07-11,2706,far north west
2021-07-11,369,far north central
2021-07-11,2343,far north east
2021-07-11,4713,north west
2021-07-11,4530,north central
2021-07-11,1606,north east
2021-07-11,11653,saskatoon
2021-07-11,829,central west
2021-07-11,2416,central east
2021-07-11,12147,regina
2021-07-11,1133,south west
2021-07-11,1914,south central
2021-07-11,2756,south east
2021-07-11,49260,total
2021-07-12,2709,far north west
2021-07-12,369,far north central
2021-07-12,2345,far north east
2021-07-12,4713,north west
2021-07-12,4533,north central
2021-07-12,1608,north east
2021-07-12,11660,saskatoon
2021-07-12,829,central west
2021-07-12,2416,central east
2021-07-12,12148,regina
2021-07-12,1133,south west
2021-07-12,1914,south central
2021-07-12,2757,south east
2021-07-12,49279,total
2021-07-13,2714,far north west
2021-07-13,369,far north central
2021-07-13,2355,far north east
2021-07-13,4715,north west
2021-07-13,4533,north central
2021-07-13,1608,north east
2021-07-13,11662,saskatoon
2021-07-13,829,central west
2021-07-13,2417,central east
2021-07-13,12149,regina
2021-07-13,1134,south west
2021-07-13,1914,south central
2021-07-13,2760,south east
2021-07-13,49304,total
2021-07-14,2716,far north west
2021-07-14,369,far north central
2021-07-14,2357,far north east
2021-07-14,4716,north west
2021-07-14,4534,north central
2021-07-14,1608,north east
2021-07-14,11665,saskatoon
2021-07-14,829,central west
2021-07-14,2417,central east
2021-07-14,12155,regina
2021-07-14,1134,south west
2021-07-14,1914,south central
2021-07-14,2763,south east
2021-07-14,49322,total
2021-07-15,2720,far north west
2021-07-15,370,far north central
2021-07-15,2362,far north east
2021-07-15,4719,north west
2021-07-15,4534,north central
2021-07-15,1609,north east
2021-07-15,11665,saskatoon
2021-07-15,833,central west
2021-07-15,2418,central east
2021-07-15,12158,regina
2021-07-15,1134,south west
2021-07-15,1914,south central
2021-07-15,2764,south east
2021-07-15,49341,total
2021-07-16,2723,far north west
2021-07-16,372,far north central
2021-07-16,2363,far north east
2021-07-16,4722,north west
2021-07-16,4536,north central
2021-07-16,1609,north east
2021-07-16,11669,saskatoon
2021-07-16,833,central west
2021-07-16,2421,central east
2021-07-16,12162,regina
2021-07-16,1134,south west
2021-07-16,1914,south central
2021-07-16,2765,south east
2021-07-16,49362,total
2021-07-17,2724,far north west
2021-07-17,372,far north central
2021-07-17,2364,far north east
2021-07-17,4727,north west
2021-07-17,4546,north central
2021-07-17,1609,north east
2021-07-17,11681,saskatoon
2021-07-17,833,central west
2021-07-17,2422,central east
2021-07-17,12163,regina
2021-07-17,1136,south west
2021-07-17,1914,south central
2021-07-17,2767,south east
2021-07-17,49397,total
2021-07-18,2737,far north west
