Date,Population,Region
2021-05-13,132539,saskatoon
2021-05-13,15605,central west
2021-05-13,42354,central east
2021-05-13,113606,regina
2021-05-13,15353,south west
2021-05-13,25795,south central
2021-05-13,35482,south east
2021-05-14,8494,far north west
2021-05-14,571,far north central
2021-05-14,6982,far north east
2021-05-14,34636,north west
2021-05-14,34617,north central
2021-05-14,18157,north east
2021-05-14,135093,saskatoon
2021-05-14,16038,central west
2021-05-14,42849,central east
2021-05-14,114979,regina
2021-05-14,15486,south west
2021-05-14,26011,south central
2021-05-14,36182,south east
2021-05-15,8602,far north west
2021-05-15,572,far north central
2021-05-15,7101,far north east
2021-05-15,35249,north west
2021-05-15,35563,north central
2021-05-15,18890,north east
2021-05-15,139793,saskatoon
2021-05-15,16438,central west
2021-05-15,44323,central east
2021-05-15,120641,regina
2021-05-15,16130,south west
2021-05-15,26981,south central
2021-05-15,37284,south east
2021-05-16,8686,far north west
2021-05-16,577,far north central
2021-05-16,7260,far north east
2021-05-16,35877,north west
2021-05-16,36505,north central
2021-05-16,19472,north east
2021-05-16,145548,saskatoon
2021-05-16,16753,central west
2021-05-16,45633,central east
2021-05-16,126364,regina
2021-05-16,16654,south west
2021-05-16,28069,south central
2021-05-16,38339,south east
2021-05-17,8733,far north west
2021-05-17,577,far north central
2021-05-17,7316,far north east
2021-05-17,36222,north west
2021-05-17,36989,north central
2021-05-17,19621,north east
2021-05-17,149623,saskatoon
2021-05-17,16944,central west
2021-05-17,46226,central east
2021-05-17,130277,regina
2021-05-17,16962,south west
2021-05-17,28639,south central
2021-05-17,39156,south east
2021-05-18,8756,far north west
2021-05-18,577,far north central
2021-05-18,7338,far north east
2021-05-18,36566,north west
2021-05-18,37224,north central
2021-05-18,19661,north east
2021-05-18,151122,saskatoon
2021-05-18,17002,central west
2021-05-18,46430,central east
2021-05-18,132216,regina
2021-05-18,17034,south west
2021-05-18,28763,south central
2021-05-18,39510,south east
2021-05-19,8822,far north west
2021-05-19,577,far north central
2021-05-19,7378,far north east
2021-05-19,36963,north west
2021-05-19,37549,north central
2021-05-19,19785,north east
2021-05-19,152749,saskatoon
2021-05-19,17155,central west
2021-05-19,46724,central east
2021-05-19,133695,regina
2021-05-19,17177,south west
2021-05-19,29216,south central
2021-05-19,39851,south east
2021-05-20,8910,far north west
2021-05-20,578,far north central
2021-05-20,7386,far north east
2021-05-20,37293,north west
2021-05-20,37819,north central
2021-05-20,19952,north east
2021-05-20,153609,saskatoon
2021-05-20,17449,central west
2021-05-20,46906,central east
2021-05-20,134519,regina
2021-05-20,17260,south west
2021-05-20,29371,south central
2021-05-20,40067,south east
2021-05-21,8999,far north west
2021-05-21,581,far north central
2021-05-21,7439,far north east
2021-05-21,37720,north west
2021-05-21,38402,north central
2021-05-21,20166,north east
2021-05-21,156198,saskatoon
2021-05-21,17668,central west
2021-05-21,47275,central east
2021-05-21,136941,regina
2021-05-21,17475,south west
2021-05-21,30165,south central
2021-05-21,40364,south east
2021-05-22,9121,far north west
2021-05-22,582,far north central
2021-05-22,7513,far north east
2021-05-22,38268,north west
2021-05-22,39140,north central
2021-05-22,20501,north east
2021-05-22,160483,saskatoon
2021-05-22,17948,central west
2021-05-22,48181,central east
2021-05-22,140410,regina
2021-05-22,17845,south west
2021-05-22,30730,south central
2021-05-22,40860,south east
2021-05-23,9212,far north west
2021-05-23,584,far north central
2021-05-23,7542,far north east
2021-05-23,38525,north west
2021-05-23,39792,north central
2021-05-23,20711,north east
2021-05-23,163763,saskatoon
2021-05-23,18090,central west
2021-05-23,49027,central east
2021-05-23,142985,regina
2021-05-23,18148,south west
2021-05-23,31150,south central
2021-05-23,41503,south east
2021-05-24,9238,far north west
2021-05-24,591,far north central
2021-05-24,7556,far north east
2021-05-24,39122,north west
2021-05-24,40154,north central
2021-05-24,20827,north east
2021-05-24,166126,saskatoon
2021-05-24,18147,central west
2021-05-24,49406,central east
2021-05-24,144113,regina
2021-05-24,18194,south west
2021-05-24,31223,south central
2021-05-24,41766,south east
2021-05-25,9243,far north west
2021-05-25,600,far north central
2021-05-25,7562,far north east
2021-05-25,39139,north west
2021-05-25,40196,north central
2021-05-25,20838,north east
2021-05-25,167128,saskatoon
2021-05-25,18166,central west
2021-05-25,49459,central east
2021-05-25,145039,regina
2021-05-25,18229,south west
2021-05-25,31263,south central
2021-05-25,41809,south east
2021-05-26,9251,far north west
2021-05-26,600,far north central
2021-05-26,7600,far north east
2021-05-26,39262,north west
2021-05-26,40259,north central
2021-05-26,20876,north east
2021-05-26,168347,saskatoon
2021-05-26,18204,central west
2021-05-26,49691,central east
2021-05-26,146377,regina
2021-05-26,18351,south west
2021-05-26,31532,south central
2021-05-26,41908,south east
2021-05-27,9362,far north west
2021-05-27,601,far north central
2021-05-27,7644,far north east
2021-05-27,39670,north west
2021-05-27,40450,north central
2021-05-27,21121,north east
2021-05-27,169934,saskatoon
2021-05-27,18373,central west
2021-05-27,50261,central east
2021-05-27,148127,regina
2021-05-27,18455,south west
2021-05-27,31890,south central
2021-05-27,42255,south east
2021-05-28,9466,far north west
2021-05-28,603,far north central
2021-05-28,7696,far north east
2021-05-28,40111,north west
2021-05-28,40938,north central
2021-05-28,21381,north east
2021-05-28,173268,saskatoon
2021-05-28,18643,central west
2021-05-28,50894,central east
2021-05-28,150719,regina
2021-05-28,18626,south west
2021-05-28,32171,south central
2021-05-28,42671,south east
2021-05-29,9571,far north west
2021-05-29,604,far north central
2021-05-29,7921,far north east
2021-05-29,40349,north west
2021-05-29,41480,north central
2021-05-29,21576,north east
2021-05-29,175996,saskatoon
2021-05-29,18800,central west
2021-05-29,51379,central east
2021-05-29,152829,regina
2021-05-29,18810,south west
2021-05-29,32471,south central
2021-05-29,43066,south east
2021-05-30,9618,far north west
2021-05-30,624,far north central
2021-05-30,8030,far north east
2021-05-30,40685,north west
2021-05-30,41656,north central
2021-05-30,21715,north east
2021-05-30,178541,saskatoon
2021-05-30,18987,central west
2021-05-30,51609,central east
2021-05-30,154285,regina
2021-05-30,18887,south west
2021-05-30,32797,south central
2021-05-30,43363,south east
2021-05-31,9635,far north west
2021-05-31,636,far north central
2021-05-31,8047,far north east
2021-05-31,40810,north west
2021-05-31,41832,north central
2021-05-31,21759,north east
2021-05-31,179511,saskatoon
2021-05-31,19035,central west
2021-05-31,51704,central east
2021-05-31,155107,regina
2021-05-31,18902,south west
2021-05-31,32842,south central
2021-05-31,43499,south east
2021-06-01,0,far north west
2021-06-01,0,far north central
2021-06-01,0,far north east
2021-06-01,0,north west
2021-06-01,0,north central
2021-06-01,0,north east
2021-06-01,0,saskatoon
2021-06-01,0,central west
2021-06-01,0,central east
2021-06-01,0,regina
2021-06-01,0,south west
2021-06-01,0,south central
2021-06-01,0,south east
2021-06-02,0,far north west
2021-06-02,0,far north central
2021-06-02,0,far north east
2021-06-02,0,north west
2021-06-02,0,north central
2021-06-02,0,north east
2021-06-02,0,saskatoon
2021-06-02,0,central west
2021-06-02,0,central east
2021-06-02,0,regina
2021-06-02,0,south west
2021-06-02,0,south central
2021-06-02,0,south east
2021-06-03,9726,far north west
2021-06-03,653,far north central
2021-06-03,8291,far north east
2021-06-03,41435,north west
2021-06-03,42644,north central
2021-06-03,22019,north east
2021-06-03,182928,saskatoon
2021-06-03,19241,central west
2021-06-03,52212,central east
2021-06-03,157708,regina
2021-06-03,19063,south west
2021-06-03,33122,south central
2021-06-03,44229,south east
2021-06-04,9771,far north west
2021-06-04,657,far north central
2021-06-04,8396,far north east
2021-06-04,41596,north west
2021-06-04,43023,north central
2021-06-04,22122,north east
2021-06-04,184634,saskatoon
2021-06-04,19324,central west
2021-06-04,52503,central east
2021-06-04,159071,regina
2021-06-04,19182,south west
2021-06-04,33386,south central
2021-06-04,44543,south east
2021-06-05,9893,far north west
2021-06-05,670,far north central
2021-06-05,8438,far north east
2021-06-05,42089,north west
2021-06-05,43466,north central
2021-06-05,22441,north east
2021-06-05,186285,saskatoon
2021-06-05,19519,central west
2021-06-05,53120,central east
2021-06-05,160466,regina
2021-06-05,19433,south west
2021-06-05,33991,south central
2021-06-05,45107,south east
2021-06-06,10092,far north west
2021-06-06,673,far north central
2021-06-06,8451,far north east
2021-06-06,42375,north west
2021-06-06,43740,north central
2021-06-06,22703,north east
2021-06-06,187409,saskatoon
2021-06-06,19666,central west
2021-06-06,53504,central east
2021-06-06,161375,regina
2021-06-06,19515,south west
2021-06-06,34212,south central
2021-06-06,45594,south east
2021-06-07,10119,far north west
2021-06-07,675,far north central
2021-06-07,8456,far north east
2021-06-07,42645,north west
2021-06-07,43895,north central
2021-06-07,22736,north east
2021-06-07,188179,saskatoon
2021-06-07,19721,central west
2021-06-07,53606,central east
2021-06-07,161817,regina
2021-06-07,19563,south west
2021-06-07,34255,south central
2021-06-07,45836,south east
2021-06-08,10127,far north west
2021-06-08,678,far north central
2021-06-08,8494,far north east
2021-06-08,42871,north west
2021-06-08,43968,north central
2021-06-08,22748,north east
2021-06-08,188693,saskatoon
2021-06-08,19748,central west
2021-06-08,53659,central east
2021-06-08,162038,regina
2021-06-08,19569,south west
2021-06-08,34268,south central
2021-06-08,45890,south east
2021-06-09,10163,far north west
2021-06-09,679,far north central
2021-06-09,8609,far north east
2021-06-09,43003,north west
2021-06-09,44220,north central
2021-06-09,23030,north east
2021-06-09,189429,saskatoon
2021-06-09,19764,central west
2021-06-09,53838,central east
2021-06-09,162561,regina
2021-06-09,19682,south west
2021-06-09,34349,south central
2021-06-09,46051,south east
2021-06-10,10297,far north west
2021-06-10,681,far north central
2021-06-10,8703,far north east
2021-06-10,43202,north west
2021-06-10,44520,north central
2021-06-10,23163,north east
2021-06-10,190389,saskatoon
2021-06-10,19814,central west
2021-06-10,54004,central east
2021-06-10,163279,regina
2021-06-10,19828,south west
2021-06-10,34435,south central
2021-06-10,46329,south east
2021-06-11,10390,far north west
2021-06-11,686,far north central
2021-06-11,8827,far north east
2021-06-11,43328,north west
2021-06-11,44873,north central
2021-06-11,23256,north east
2021-06-11,191531,saskatoon
2021-06-11,19869,central west
2021-06-11,54183,central east
2021-06-11,164286,regina
2021-06-11,19891,south west
2021-06-11,34518,south central
2021-06-11,46561,south east
2021-06-12,10537,far north west
2021-06-12,703,far north central
2021-06-12,8959,far north east
2021-06-12,43711,north west
2021-06-12,45246,north central
2021-06-12,23450,north east
2021-06-12,192565,saskatoon
2021-06-12,20142,central west
2021-06-12,54690,central east
2021-06-12,164989,regina
2021-06-12,20158,south west
2021-06-12,34762,south central
2021-06-12,46792,south east
2021-06-13,10659,far north west
2021-06-13,703,far north central
2021-06-13,8981,far north east
2021-06-13,43898,north west
2021-06-13,45449,north central
2021-06-13,23591,north east
2021-06-13,193341,saskatoon
2021-06-13,20312,central west
2021-06-13,54918,central east
2021-06-13,165664,regina
2021-06-13,20269,south west
2021-06-13,34923,south central
2021-06-13,47014,south east
2021-06-14,10660,far north west
2021-06-14,710,far north central
2021-06-14,8992,far north east
2021-06-14,44107,north west
2021-06-14,45556,north central
2021-06-14,23606,north east
2021-06-14,193986,saskatoon
2021-06-14,20323,central west
2021-06-14,54972,central east
2021-06-14,166075,regina
2021-06-14,20286,south west
2021-06-14,34951,south central
2021-06-14,47118,south east
2021-06-15,10663,far north west
2021-06-15,710,far north central
2021-06-15,9069,far north east
2021-06-15,44269,north west
2021-06-15,45619,north central
2021-06-15,23624,north east
2021-06-15,194331,saskatoon
2021-06-15,20350,central west
2021-06-15,55013,central east
2021-06-15,166367,regina
2021-06-15,20295,south west
2021-06-15,34968,south central
2021-06-15,47143,south east
2021-06-16,10684,far north west
2021-06-16,712,far north central
2021-06-16,9216,far north east
2021-06-16,44406,north west
2021-06-16,45761,north central
2021-06-16,23667,north east
2021-06-16,194803,saskatoon
2021-06-16,20463,central west
2021-06-16,55145,central east
2021-06-16,166971,regina
2021-06-16,20345,south west
2021-06-16,35097,south central
2021-06-16,47243,south east
2021-06-17,10793,far north west
2021-06-17,717,far north central
2021-06-17,9254,far north east
2021-06-17,44569,north west
2021-06-17,45966,north central
2021-06-17,23744,north east
2021-06-17,195622,saskatoon
2021-06-17,20568,central west
2021-06-17,55393,central east
2021-06-17,167766,regina
2021-06-17,20434,south west
2021-06-17,35170,south central
2021-06-17,47399,south east
2021-06-18,10863,far north west
2021-06-18,717,far north central
2021-06-18,9387,far north east
2021-06-18,44892,north west
2021-06-18,46214,north central
2021-06-18,24088,north east
2021-06-18,196895,saskatoon
2021-06-18,20808,central west
2021-06-18,55809,central east
2021-06-18,168856,regina
2021-06-18,20591,south west
2021-06-18,35360,south central
2021-06-18,47708,south east
2021-06-19,10949,far north west
2021-06-19,726,far north central
2021-06-19,9473,far north east
2021-06-19,45184,north west
2021-06-19,46479,north central
2021-06-19,24139,north east
2021-06-19,197789,saskatoon
2021-06-19,20915,central west
2021-06-19,56071,central east
2021-06-19,169520,regina
2021-06-19,20767,south west
2021-06-19,35513,south central
2021-06-19,47919,south east
2021-06-20,11009,far north west
2021-06-20,731,far north central
2021-06-20,9497,far north east
2021-06-20,45348,north west
2021-06-20,46618,north central
2021-06-20,24221,north east
2021-06-20,198598,saskatoon
2021-06-20,20981,central west
2021-06-20,56346,central east
2021-06-20,169929,regina
2021-06-20,20826,south west
2021-06-20,35594,south central
2021-06-20,48135,south east
2021-06-21,11014,far north west
2021-06-21,731,far north central
2021-06-21,9500,far north east
2021-06-21,45353,north west
2021-06-21,46629,north central
2021-06-21,24232,north east
2021-06-21,198677,saskatoon
2021-06-21,20982,central west
2021-06-21,56372,central east
2021-06-21,169996,regina
2021-06-21,20833,south west
2021-06-21,35600,south central
2021-06-21,48148,south east
2021-06-22,11023,far north west
2021-06-22,731,far north central
2021-06-22,9520,far north east
2021-06-22,45423,north west
2021-06-22,46700,north central
2021-06-22,24260,north east
2021-06-22,198969,saskatoon
2021-06-22,20990,central west
2021-06-22,56461,central east
2021-06-22,170162,regina
2021-06-22,20864,south west
2021-06-22,35619,south central
2021-06-22,48189,south east
2021-06-23,11086,far north west
2021-06-23,769,far north central
2021-06-23,9608,far north east
2021-06-23,45531,north west
2021-06-23,46847,north central
2021-06-23,24330,north east
2021-06-23,199310,saskatoon
2021-06-23,21036,central west
2021-06-23,56609,central east
2021-06-23,170426,regina
2021-06-23,20934,south west
2021-06-23,35697,south central
2021-06-23,48333,south east
2021-06-24,11154,far north west
2021-06-24,787,far north central
2021-06-24,9708,far north east
2021-06-24,45725,north west
2021-06-24,47045,north central
2021-06-24,24451,north east
2021-06-24,199906,saskatoon
2021-06-24,21116,central west
2021-06-24,56797,central east
2021-06-24,170827,regina
2021-06-24,21042,south west
2021-06-24,35794,south central
2021-06-24,48499,south east
2021-06-25,11260,far north west
2021-06-25,792,far north central
2021-06-25,9811,far north east
2021-06-25,45785,north west
2021-06-25,47199,north central
2021-06-25,24560,north east
2021-06-25,200480,saskatoon
2021-06-25,21216,central west
2021-06-25,56974,central east
2021-06-25,171189,regina
2021-06-25,21136,south west
2021-06-25,35902,south central
2021-06-25,48669,south east
2021-06-26,11333,far north west
2021-06-26,798,far north central
2021-06-26,9868,far north east
2021-06-26,45877,north west
2021-06-26,47380,north central
2021-06-26,24654,north east
2021-06-26,201074,saskatoon
2021-06-26,21255,central west
2021-06-26,57195,central east
2021-06-26,171598,regina
2021-06-26,21234,south west
2021-06-26,35994,south central
2021-06-26,48826,south east
2021-06-27,11368,far north west
2021-06-27,802,far north central
2021-06-27,9927,far north east
2021-06-27,46051,north west
2021-06-27,47543,north central
2021-06-27,24719,north east
2021-06-27,201571,saskatoon
2021-06-27,21289,central west
2021-06-27,57367,central east
2021-06-27,171901,regina
2021-06-27,21285,south west
2021-06-27,36117,south central
2021-06-27,48972,south east
2021-06-28,11378,far north west
2021-06-28,802,far north central
2021-06-28,9948,far north east
2021-06-28,46160,north west
2021-06-28,47587,north central
2021-06-28,24731,north east
2021-06-28,201883,saskatoon
2021-06-28,21302,central west
2021-06-28,57434,central east
2021-06-28,172110,regina
2021-06-28,21305,south west
2021-06-28,36198,south central
2021-06-28,49008,south east
2021-06-29,11407,far north west
2021-06-29,808,far north central
2021-06-29,9954,far north east
2021-06-29,46227,north west
2021-06-29,47644,north central
2021-06-29,24754,north east
2021-06-29,202116,saskatoon
2021-06-29,21327,central west
2021-06-29,57562,central east
2021-06-29,172334,regina
2021-06-29,21316,south west
2021-06-29,36220,south central
2021-06-29,49033,south east
2021-06-30,11475,far north west
2021-06-30,808,far north central
2021-06-30,9990,far north east
2021-06-30,46329,north west
2021-06-30,47771,north central
2021-06-30,24811,north east
2021-06-30,202507,saskatoon
2021-06-30,21375,central west
2021-06-30,57746,central east
2021-06-30,172665,regina
2021-06-30,21380,south west
2021-06-30,36342,south central
2021-06-30,49175,south east
2021-07-01,11507,far north west
2021-07-01,809,far north central
2021-07-01,10099,far north east
2021-07-01,46405,north west
2021-07-01,47980,north central
2021-07-01,24873,north east
2021-07-01,202959,saskatoon
2021-07-01,21428,central west
2021-07-01,57939,central east
2021-07-01,173066,regina
2021-07-01,21423,south west
2021-07-01,36424,south central
2021-07-01,49286,south east
2021-07-02,11563,far north west
2021-07-02,811,far north central
2021-07-02,10133,far north east
2021-07-02,46475,north west
2021-07-02,48105,north central
2021-07-02,24932,north east
2021-07-02,203567,saskatoon
2021-07-02,21482,central west
2021-07-02,58134,central east
2021-07-02,173511,regina
2021-07-02,21462,south west
2021-07-02,36509,south central
2021-07-02,49439,south east
2021-07-03,11567,far north west
2021-07-03,811,far north central
2021-07-03,10137,far north east
2021-07-03,46505,north west
2021-07-03,48184,north central
2021-07-03,24937,north east
2021-07-03,203799,saskatoon
2021-07-03,21486,central west
2021-07-03,58235,central east
2021-07-03,173696,regina
2021-07-03,21468,south west
2021-07-03,36555,south central
2021-07-03,49451,south east
2021-07-04,11592,far north west
2021-07-04,833,far north central
2021-07-04,10146,far north east
2021-07-04,46571,north west
2021-07-04,48295,north central
2021-07-04,24967,north east
2021-07-04,204149,saskatoon
2021-07-04,21500,central west
2021-07-04,58358,central east
2021-07-04,173969,regina
2021-07-04,21498,south west
2021-07-04,36642,south central
2021-07-04,49512,south east
2021-07-05,11597,far north west
2021-07-05,833,far north central
2021-07-05,10184,far north east
2021-07-05,46639,north west
2021-07-05,48339,north central
2021-07-05,24979,north east
2021-07-05,204402,saskatoon
2021-07-05,21509,central west
2021-07-05,58392,central east
2021-07-05,174258,regina
2021-07-05,21507,south west
2021-07-05,36714,south central
2021-07-05,49572,south east
2021-07-06,11599,far north west
2021-07-06,834,far north central
2021-07-06,10204,far north east
2021-07-06,46796,north west
2021-07-06,48384,north central
2021-07-06,24995,north east
2021-07-06,204763,saskatoon
2021-07-06,21525,central west
2021-07-06,58427,central east
2021-07-06,174485,regina
2021-07-06,21511,south west
2021-07-06,36723,south central
2021-07-06,49590,south east
2021-07-07,11633,far north west
2021-07-07,837,far north central
2021-07-07,10241,far north east
2021-07-07,47025,north west
2021-07-07,48494,north central
2021-07-07,25080,north east
2021-07-07,205237,saskatoon
2021-07-07,21556,central west
2021-07-07,58513,central east
2021-07-07,174792,regina
2021-07-07,21551,south west
2021-07-07,36756,south central
2021-07-07,49717,south east
2021-07-08,11673,far north west
2021-07-08,852,far north central
2021-07-08,10276,far north east
2021-07-08,47245,north west
2021-07-08,48660,north central
2021-07-08,25173,north east
2021-07-08,205602,saskatoon
2021-07-08,21607,central west
2021-07-08,58639,central east
2021-07-08,175126,regina
2021-07-08,21590,south west
2021-07-08,36813,south central
2021-07-08,49829,south east
2021-07-09,11708,far north west
2021-07-09,873,far north central
2021-07-09,10319,far north east
2021-07-09,47391,north west
2021-07-09,48831,north central
2021-07-09,25203,north east
2021-07-09,206059,saskatoon
2021-07-09,21653,central west
2021-07-09,58797,central east
2021-07-09,175504,regina
2021-07-09,21629,south west
2021-07-09,36878,south central
2021-07-09,49914,south east
2021-07-10,11732,far north west
2021-07-10,876,far north central
2021-07-10,10368,far north east
2021-07-10,47588,north west
2021-07-10,48949,north central
2021-07-10,25272,north east
2021-07-10,206685,saskatoon
2021-07-10,21690,central west
2021-07-10,58958,central east
2021-07-10,175846,regina
2021-07-10,21643,south west
2021-07-10,36964,south central
2021-07-10,50006,south east
2021-07-11,11753,far north west
2021-07-11,882,far north central
2021-07-11,10399,far north east
2021-07-11,47677,north west
2021-07-11,49059,north central
2021-07-11,25313,north east
2021-07-11,207116,saskatoon
2021-07-11,21724,central west
2021-07-11,59116,central east
2021-07-11,176106,regina
2021-07-11,21665,south west
2021-07-11,37026,south central
2021-07-11,50098,south east
2021-07-12,11779,far north west
2021-07-12,885,far north central
2021-07-12,10404,far north east
2021-07-12,47734,north west
2021-07-12,49091,north central
2021-07-12,25323,north east
2021-07-12,207335,saskatoon
2021-07-12,21729,central west
2021-07-12,59135,central east
2021-07-12,176258,regina
2021-07-12,21674,south west
2021-07-12,37091,south central
2021-07-12,50128,south east
2021-07-13,11796,far north west
2021-07-13,885,far north central
2021-07-13,10411,far north east
2021-07-13,47811,north west
2021-07-13,49126,north central
2021-07-13,25328,north east
2021-07-13,207516,saskatoon
2021-07-13,21735,central west
2021-07-13,59142,central east
2021-07-13,176343,regina
2021-07-13,21680,south west
2021-07-13,37097,south central
2021-07-13,50138,south east
2021-07-14,11807,far north west
2021-07-14,889,far north central
2021-07-14,10431,far north east
2021-07-14,47938,north west
2021-07-14,49230,north central
2021-07-14,25344,north east
2021-07-14,207867,saskatoon
2021-07-14,21758,central west
2021-07-14,59232,central east
2021-07-14,176562,regina
2021-07-14,21729,south west
2021-07-14,37134,south central
2021-07-14,50215,south east
2021-07-15,11842,far north west
2021-07-15,891,far north central
2021-07-15,10472,far north east
2021-07-15,48086,north west
2021-07-15,49318,north central
2021-07-15,25382,north east
2021-07-15,208266,saskatoon
2021-07-15,21802,central west
2021-07-15,59304,central east
2021-07-15,176819,regina
2021-07-15,21742,south west
2021-07-15,37195,south central
2021-07-15,50293,south east
2021-07-16,11885,far north west
2021-07-16,894,far north central
2021-07-16,10514,far north east
2021-07-16,48214,north west
2021-07-16,49407,north central
2021-07-16,25429,north east
2021-07-16,208841,saskatoon
2021-07-16,21835,central west
2021-07-16,59389,central east
2021-07-16,177157,regina
2021-07-16,21762,south west
2021-07-16,37227,south central
2021-07-16,50385,south east
2021-07-17,11900,far north west
2021-07-17,894,far north central
2021-07-17,10527,far north east
2021-07-17,48409,north west
2021-07-17,49535,north central
2021-07-17,25462,north east
2021-07-17,209236,saskatoon
2021-07-17,21873,central west
2021-07-17,59511,central east
2021-07-17,177456,regina
2021-07-17,21785,south west
2021-07-17,37370,south central
2021-07-17,50432,south east
2021-07-18,11915,far north west
2021-07-18,895,far north central
2021-07-18,10537,far north east
2021-07-18,48472,north west
2021-07-18,49618,north central
2021-07-18,25487,north east
2021-07-18,209477,saskatoon
2021-07-18,21890,central west
2021-07-18,59590,central east
2021-07-18,177671,regina
2021-07-18,21802,south west
2021-07-18,37431,south central
2021-07-18,50472,south east
2021-07-19,11918,far north west
2021-07-19,895,far north central
2021-07-19,10536,far north east
2021-07-19,48484,north west
2021-07-19,49634,north central
2021-07-19,25496,north east
2021-07-19,209663,saskatoon
2021-07-19,21895,central west
2021-07-19,59607,central east
2021-07-19,177828,regina
2021-07-19,21814,south west
2021-07-19,37439,south central
2021-07-19,50479,south east
2021-07-20,11922,far north west
2021-07-20,901,far north central
2021-07-20,10554,far north east
2021-07-20,48517,north west
2021-07-20,49682,north central
2021-07-20,25503,north east
2021-07-20,209849,saskatoon
2021-07-20,21899,central west
2021-07-20,59633,central east
2021-07-20,177919,regina
2021-07-20,21819,south west
2021-07-20,37444,south central
2021-07-20,50488,south east
2021-07-21,11940,far north west
2021-07-21,903,far north central
2021-07-21,10564,far north east
2021-07-21,48617,north west
2021-07-21,49898,north central
2021-07-21,25533,north east
2021-07-21,210100,saskatoon
2021-07-21,21910,central west
2021-07-21,59690,central east
2021-07-21,178173,regina
2021-07-21,21848,south west
2021-07-21,37460,south central
2021-07-21,50549,south east
2021-07-22,11967,far north west
2021-07-22,916,far north central
2021-07-22,10589,far north east
2021-07-22,48741,north west
2021-07-22,50050,north central
2021-07-22,25592,north east
2021-07-22,210465,saskatoon
2021-07-22,21935,central west
2021-07-22,59778,central east
2021-07-22,178521,regina
2021-07-22,21866,south west
2021-07-22,37488,south central
2021-07-22,50658,south east
2021-07-23,12002,far north west
2021-07-23,918,far north central
2021-07-23,10610,far north east
2021-07-23,48849,north west
2021-07-23,50220,north central
2021-07-23,25622,north east
2021-07-23,210961,saskatoon
2021-07-23,21970,central west
2021-07-23,59900,central east
2021-07-23,178849,regina
2021-07-23,21890,south west
2021-07-23,37543,south central
2021-07-23,50724,south east
2021-07-24,12088,far north west
2021-07-24,918,far north central
2021-07-24,10643,far north east
2021-07-24,48962,north west
2021-07-24,50357,north central
2021-07-24,25676,north east
2021-07-24,211307,saskatoon
2021-07-24,21998,central west
2021-07-24,60026,central east
2021-07-24,179088,regina
2021-07-24,21907,south west
2021-07-24,37616,south central
2021-07-24,50758,south east
2021-07-25,12103,far north west
2021-07-25,924,far north central
2021-07-25,10653,far north east
2021-07-25,49044,north west
2021-07-25,50402,north central
2021-07-25,25708,north east
2021-07-25,211549,saskatoon
2021-07-25,22009,central west
2021-07-25,60117,central east
2021-07-25,179272,regina
2021-07-25,21916,south west
2021-07-25,37684,south central
2021-07-25,50803,south east
2021-07-26,12115,far north west
2021-07-26,924,far north central
2021-07-26,10656,far north east
2021-07-26,49070,north west
2021-07-26,50423,north central
2021-07-26,25714,north east
2021-07-26,211730,saskatoon
2021-07-26,22012,central west
2021-07-26,60155,central east
2021-07-26,179418,regina
2021-07-26,21921,south west
2021-07-26,37702,south central
2021-07-26,50816,south east
2021-07-27,12123,far north west
2021-07-27,924,far north central
2021-07-27,10662,far north east
2021-07-27,49107,north west
2021-07-27,50459,north central
2021-07-27,25717,north east
2021-07-27,211929,saskatoon
2021-07-27,22016,central west
2021-07-27,60166,central east
2021-07-27,179539,regina
2021-07-27,21924,south west
2021-07-27,37708,south central
2021-07-27,50819,south east
2021-07-28,12146,far north west
2021-07-28,925,far north central
2021-07-28,10689,far north east
2021-07-28,49200,north west
2021-07-28,50540,north central
2021-07-28,25762,north east
2021-07-28,212187,saskatoon
2021-07-28,22039,central west
2021-07-28,60229,central east
2021-07-28,179765,regina
2021-07-28,21944,south west
2021-07-28,37717,south central
2021-07-28,50882,south east
2021-07-29,12174,far north west
2021-07-29,928,far north central
2021-07-29,10707,far north east
2021-07-29,49300,north west
2021-07-29,50631,north central
2021-07-29,25819,north east
2021-07-29,212513,saskatoon
2021-07-29,22090,central west
2021-07-29,60311,central east
2021-07-29,180030,regina
2021-07-29,21963,south west
2021-07-29,37747,south central
2021-07-29,50950,south east
2021-07-30,12210,far north west
2021-07-30,946,far north central
2021-07-30,10762,far north east
2021-07-30,49343,north west
2021-07-30,50709,north central
2021-07-30,25850,north east
2021-07-30,212758,saskatoon
2021-07-30,22128,central west
2021-07-30,60374,central east
2021-07-30,180260,regina
2021-07-30,21993,south west
2021-07-30,37803,south central
2021-07-30,51037,south east
2021-07-31,12248,far north west
2021-07-31,947,far north central
2021-07-31,10784,far north east
2021-07-31,49453,north west
2021-07-31,50785,north central
2021-07-31,25871,north east
2021-07-31,212981,saskatoon
2021-07-31,22169,central west
2021-07-31,60452,central east
2021-07-31,180472,regina
2021-07-31,22041,south west
2021-07-31,37868,south central
2021-07-31,51139,south east
2021-08-01,12266,far north west
2021-08-01,947,far north central
2021-08-01,10817,far north east
2021-08-01,49523,north west
2021-08-01,50845,north central
2021-08-01,25886,north east
2021-08-01,213230,saskatoon
2021-08-01,22189,central west
2021-08-01,60514,central east
2021-08-01,180634,regina
2021-08-01,22068,south west
2021-08-01,37919,south central
2021-08-01,51179,south east
