Date,Region,"Total Cases","Active Cases","Inpatient Hospitalizations","ICU Hospitalizations","Recovered Cases",Deaths,"New Cases","Age 4 and Under","Age 5 to 11","Age 12 to 19","Age 20 to 39","Ages 40 to 59","Age 60 to 79","Age 80+"
2020/08/17,"Central East",,3,,,,,0,,,,,,,
2020/08/17,"Central East",,0,,,,,0,,,,,,,
2020/08/17,"Central East",,0,,,,,0,,,,,,,
2020/08/17,"Central East",,0,,,,,0,,,,,,,
2020/08/17,Regina,131,33,1,0,96,2,0,,,,,,,
2020/08/17,"South West",207,14,2,0,157,1,0,,,,,,,
2020/08/17,"South West",,35,,,,,1,,,,,,,
2020/08/17,"South Central",187,25,0,0,152,3,0,,,,,,,
2020/08/17,"South Central",,7,,,,,0,,,,,,,
2020/08/17,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/17,"South East",,0,,,,,0,,,,,,,
2020/08/17,"South East",,0,,,,,0,,,,,,,
2020/08/17,"South East",,0,,,,,0,,,,,,,
2020/08/17,Total,1581,172,4,4,1387,22,1,,,,505,491,271,55
2020/08/18,"Far North West",346,0,0,0,339,7,0,,,,,,,
2020/08/18,"Far North West",,0,,,,,0,,,,,,,
2020/08/18,"Far North Central",,0,0,0,,0,0,,,,,,,
2020/08/18,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/18,"Far North East",,0,,,,,0,,,,,,,
2020/08/18,"North West",119,1,0,0,92,4,0,,,,,,,
2020/08/18,"North West",,1,,,,,0,,,,,,,
2020/08/18,"North West",,20,,,,,0,,,,,,,
2020/08/18,"North West",,1,,,,,0,,,,,,,
2020/08/18,"North Central",68,0,0,0,65,2,0,,,,,,,
2020/08/18,"North Central",,1,,,,,0,,,,,,,
2020/08/18,"North Central",,0,,,,,0,,,,,,,
2020/08/18,"North East",65,0,0,0,65,0,0,,,,,,,
2020/08/18,"North East",,0,,,,,0,,,,,,,
2020/08/18,"North East",,0,,,,,0,,,,,,,
2020/08/18,Saskatoon,248,22,1,4,224,2,1,,,,,,,
2020/08/18,"Central West",161,5,0,0,154,0,0,,,,,,,
2020/08/18,"Central West",,2,,,,,0,,,,,,,
2020/08/18,"Central East",33,1,0,0,28,1,0,,,,,,,
2020/08/18,"Central East",,3,,,,,0,,,,,,,
2020/08/18,"Central East",,0,,,,,0,,,,,,,
2020/08/18,"Central East",,0,,,,,0,,,,,,,
2020/08/18,"Central East",,0,,,,,0,,,,,,,
2020/08/18,Regina,131,25,1,0,104,2,0,,,,,,,
2020/08/18,"South West",207,14,2,0,160,1,0,,,,,,,
2020/08/18,"South West",,32,,,,,0,,,,,,,
2020/08/18,"South Central",187,22,0,0,155,3,0,,,,,,,
2020/08/18,"South Central",,7,,,,,0,,,,,,,
2020/08/18,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/18,"South East",,0,,,,,0,,,,,,,
2020/08/18,"South East",,0,,,,,0,,,,,,,
2020/08/18,"South East",,0,,,,,0,,,,,,,
2020/08/18,Total,1582,157,4,4,1403,22,1,,,,505,491,272,55
2020/08/19,"Far North West",346,0,0,0,339,7,0,,,,,,,
2020/08/19,"Far North West",,0,,,,,0,,,,,,,
2020/08/19,"Far North Central",,0,0,0,,0,0,,,,,,,
2020/08/19,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/19,"Far North East",,0,,,,,0,,,,,,,
2020/08/19,"North West",121,2,0,0,92,4,1,,,,,,,
2020/08/19,"North West",,1,,,,,0,,,,,,,
2020/08/19,"North West",,20,,,,,0,,,,,,,
2020/08/19,"North West",,2,,,,,1,,,,,,,
2020/08/19,"North Central",68,0,0,0,65,2,0,,,,,,,
2020/08/19,"North Central",,1,,,,,0,,,,,,,
2020/08/19,"North Central",,0,,,,,0,,,,,,,
2020/08/19,"North East",65,0,0,0,65,0,0,,,,,,,
2020/08/19,"North East",,0,,,,,0,,,,,,,
2020/08/19,"North East",,0,,,,,0,,,,,,,
2020/08/19,Saskatoon,248,18,1,4,228,2,0,,,,,,,
2020/08/19,"Central West",161,5,0,0,154,0,0,,,,,,,
2020/08/19,"Central West",,2,,,,,0,,,,,,,
2020/08/19,"Central East",33,1,0,0,28,1,0,,,,,,,
2020/08/19,"Central East",,3,,,,,0,,,,,,,
2020/08/19,"Central East",,0,,,,,0,,,,,,,
2020/08/19,"Central East",,0,,,,,0,,,,,,,
2020/08/19,"Central East",,0,,,,,0,,,,,,,
2020/08/19,Regina,131,25,2,0,104,2,0,,,,,,,
2020/08/19,"South West",209,15,0,0,162,1,2,,,,,,,
2020/08/19,"South West",,31,,,,,0,,,,,,,
2020/08/19,"South Central",187,21,0,0,156,3,0,,,,,,,
2020/08/19,"South Central",,7,,,,,0,,,,,,,
2020/08/19,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/19,"South East",,0,,,,,0,,,,,,,
2020/08/19,"South East",,0,,,,,0,,,,,,,
2020/08/19,"South East",,0,,,,,0,,,,,,,
2020/08/19,Total,1586,154,3,4,1410,22,4,,,,506,492,274,55
2020/08/20,"Far North West",346,0,0,0,339,7,0,,,,,,,
2020/08/20,"Far North West",,0,,,,,0,,,,,,,
2020/08/20,"Far North Central",,0,0,0,,0,0,,,,,,,
2020/08/20,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/20,"Far North East",,0,,,,,0,,,,,,,
2020/08/20,"North West",121,2,0,0,92,4,1,,,,,,,
2020/08/20,"North West",,1,,,,,0,,,,,,,
2020/08/20,"North West",,20,,,,,0,,,,,,,
2020/08/20,"North West",,2,,,,,1,,,,,,,
2020/08/20,"North Central",68,0,0,0,65,2,0,,,,,,,
2020/08/20,"North Central",,1,,,,,0,,,,,,,
2020/08/20,"North Central",,0,,,,,0,,,,,,,
2020/08/20,"North East",65,0,0,0,65,0,0,,,,,,,
2020/08/20,"North East",,0,,,,,0,,,,,,,
2020/08/20,"North East",,0,,,,,0,,,,,,,
2020/08/20,Saskatoon,249,19,1,4,228,2,1,,,,,,,
2020/08/20,"Central West",161,5,0,0,154,0,0,,,,,,,
2020/08/20,"Central West",,2,,,,,0,,,,,,,
2020/08/20,"Central East",33,1,0,0,31,1,0,,,,,,,
2020/08/20,"Central East",,0,,,,,0,,,,,,,
2020/08/20,"Central East",,0,,,,,0,,,,,,,
2020/08/20,"Central East",,0,,,,,0,,,,,,,
2020/08/20,"Central East",,0,,,,,0,,,,,,,
2020/08/20,Regina,131,21,0,0,108,2,0,,,,,,,
2020/08/20,"South West",209,15,0,0,162,1,0,,,,,,,
2020/08/20,"South West",,31,,,,,0,,,,,,,
2020/08/20,"South Central",190,19,0,0,158,3,0,,,,,,,
2020/08/20,"South Central",,10,,,,,3,,,,,,,
2020/08/20,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/20,"South East",,0,,,,,0,,,,,,,
2020/08/20,"South East",,0,,,,,0,,,,,,,
2020/08/20,"South East",,0,,,,,0,,,,,,,
2020/08/20,Total,1590,149,1,4,1419,22,4,,,,509,492,274,55
2020/08/21,"Far North West",346,0,0,0,339,7,0,,,,,,,
2020/08/21,"Far North West",,0,,,,,0,,,,,,,
2020/08/21,"Far North Central",0,0,0,0,,0,0,,,,,,,
2020/08/21,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/21,"Far North East",,0,,,,,0,,,,,,,
2020/08/21,"North West",123,4,0,0,94,4,2,,,,,,,
2020/08/21,"North West",,1,,,,,0,,,,,,,
2020/08/21,"North West",,18,,,,,0,,,,,,,
2020/08/21,"North West",,2,,,,,0,,,,,,,
2020/08/21,"North Central",68,0,0,0,65,2,0,,,,,,,
2020/08/21,"North Central",,1,,,,,0,,,,,,,
2020/08/21,"North Central",,0,,,,,0,,,,,,,
2020/08/21,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/21,"North East",,0,,,,,0,,,,,,,
2020/08/21,"North East",,1,,,,,1,,,,,,,
2020/08/21,Saskatoon,250,15,1,4,233,2,1,,,,,,,
2020/08/21,"Central West",161,3,0,0,156,0,0,,,,,,,
2020/08/21,"Central West",,2,,,,,0,,,,,,,
2020/08/21,"Central East",33,1,0,0,31,1,0,,,,,,,
2020/08/21,"Central East",,0,,,,,0,,,,,,,
2020/08/21,"Central East",,0,,,,,0,,,,,,,
2020/08/21,"Central East",,0,,,,,0,,,,,,,
2020/08/21,"Central East",,0,,,,,0,,,,,,,
2020/08/21,Regina,131,20,0,0,109,2,0,,,,,,,
2020/08/21,"South West",211,13,0,0,169,1,1,,,,,,,
2020/08/21,"South West",,28,,,,,1,,,,,,,
2020/08/21,"South Central",189,16,0,0,161,3,0,,,,,,,
2020/08/21,"South Central",,9,,,,,0,,,,,,,
2020/08/21,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/21,"South East",,0,,,,,0,,,,,,,
2020/08/21,"South East",,0,,,,,0,,,,,,,
2020/08/21,"South East",,0,,,,,0,,,,,,,
2020/08/21,Total,1595,134,1,4,1439,22,6,,,,513,491,275,55
2020/08/22,"Far North West",346,0,0,0,339,7,0,,,,,,,
2020/08/22,"Far North West",,0,,,,,0,,,,,,,
2020/08/22,"Far North Central",0,0,0,0,,0,0,,,,,,,
2020/08/22,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/22,"Far North East",,0,,,,,0,,,,,,,
2020/08/22,"North West",123,3,0,0,94,4,0,,,,,,,
2020/08/22,"North West",,1,,,,,0,,,,,,,
2020/08/22,"North West",,18,,,,,0,,,,,,,
2020/08/22,"North West",,2,,,,,0,,,,,,,
2020/08/22,"North Central",68,0,0,0,65,2,0,,,,,,,
2020/08/22,"North Central",,1,,,,,0,,,,,,,
2020/08/22,"North Central",,0,,,,,0,,,,,,,
2020/08/22,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/22,"North East",,0,,,,,0,,,,,,,
2020/08/22,"North East",,1,,,,,0,,,,,,,
2020/08/22,Saskatoon,251,12,1,4,237,2,1,,,,,,,
2020/08/22,"Central West",161,3,0,0,157,0,0,,,,,,,
2020/08/22,"Central West",,1,,,,,0,,,,,,,
2020/08/22,"Central East",33,1,0,0,31,1,0,,,,,,,
2020/08/22,"Central East",,0,,,,,0,,,,,,,
2020/08/22,"Central East",,0,,,,,0,,,,,,,
2020/08/22,"Central East",,0,,,,,0,,,,,,,
2020/08/22,"Central East",,0,,,,,0,,,,,,,
2020/08/22,Regina,131,14,0,0,115,2,0,,,,,,,
2020/08/22,"South West",212,13,0,0,175,1,1,,,,,,,
2020/08/22,"South West",,23,,,,,0,,,,,,,
2020/08/22,"South Central",189,15,0,0,162,3,0,,,,,,,
2020/08/22,"South Central",,9,,,,,0,,,,,,,
2020/08/22,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/22,"South East",,0,,,,,0,,,,,,,
2020/08/22,"South East",,0,,,,,0,,,,,,,
2020/08/22,"South East",,0,,,,,0,,,,,,,
2020/08/22,Total,1597,117,1,4,1458,22,2,,,,514,491,275,56
2020/08/23,"Far North West",346,0,0,0,339,7,0,,,,,,,
2020/08/23,"Far North West",,0,,,,,0,,,,,,,
2020/08/23,"Far North Central",0,0,0,0,0,0,0,,,,,,,
2020/08/23,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/23,"Far North East",,0,,,,,0,,,,,,,
2020/08/23,"North West",123,3,0,0,95,4,0,,,,,,,
2020/08/23,"North West",,1,,,,,0,,,,,,,
2020/08/23,"North West",,18,,,,,0,,,,,,,
2020/08/23,"North West",,2,,,,,0,,,,,,,
2020/08/23,"North Central",69,0,0,0,65,2,0,,,,,,,
2020/08/23,"North Central",,2,,,,,1,,,,,,,
2020/08/23,"North Central",,0,,,,,0,,,,,,,
2020/08/23,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/23,"North East",,0,,,,,0,,,,,,,
2020/08/23,"North East",,1,,,,,0,,,,,,,
2020/08/23,Saskatoon,251,6,1,4,243,2,0,,,,,,,
2020/08/23,"Central West",161,3,0,0,157,0,0,,,,,,,
2020/08/23,"Central West",,1,,,,,0,,,,,,,
2020/08/23,"Central East",33,1,0,0,31,1,0,,,,,,,
2020/08/23,"Central East",,0,,,,,0,,,,,,,
2020/08/23,"Central East",,0,,,,,0,,,,,,,
2020/08/23,"Central East",,0,,,,,0,,,,,,,
2020/08/23,"Central East",,0,,,,,0,,,,,,,
2020/08/23,Regina,132,14,0,0,116,2,1,,,,,,,
2020/08/23,"South West",213,11,0,0,179,1,0,,,,,,,
2020/08/23,"South West",,22,,,,,1,,,,,,,
2020/08/23,"South Central",189,12,0,0,165,3,0,,,,,,,
2020/08/23,"South Central",,9,,,,,0,,,,,,,
2020/08/23,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/23,"South East",,0,,,,,0,,,,,,,
2020/08/23,"South East",,0,,,,,0,,,,,,,
2020/08/23,"South East",,0,,,,,0,,,,,,,
2020/08/23,Total,1600,106,1,4,1472,22,3,,,,515,492,276,56
2020/08/24,"Far North West",346,0,0,0,339,7,0,,,,,,,
2020/08/24,"Far North West",,0,,,,,0,,,,,,,
2020/08/24,"Far North Central",0,0,0,0,0,0,0,,,,,,,
2020/08/24,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/24,"Far North East",,0,,,,,0,,,,,,,
2020/08/24,"North West",126,3,0,0,96,4,0,,,,,,,
2020/08/24,"North West",,2,,,,,1,,,,,,,
2020/08/24,"North West",,17,,,,,0,,,,,,,
2020/08/24,"North West",,4,,,,,2,,,,,,,
2020/08/24,"North Central",68,0,0,0,66,2,0,,,,,,,
2020/08/24,"North Central",,0,,,,,1,,,,,,,
2020/08/24,"North Central",,0,,,,,0,,,,,,,
2020/08/24,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/24,"North East",,0,,,,,0,,,,,,,
2020/08/24,"North East",,1,,,,,0,,,,,,,
2020/08/24,Saskatoon,251,5,1,4,244,2,0,,,,,,,
2020/08/24,"Central West",161,1,0,0,159,0,0,,,,,,,
2020/08/24,"Central West",,1,,,,,0,,,,,,,
2020/08/24,"Central East",33,1,0,0,31,1,0,,,,,,,
2020/08/24,"Central East",,0,,,,,0,,,,,,,
2020/08/24,"Central East",,0,,,,,0,,,,,,,
2020/08/24,"Central East",,0,,,,,0,,,,,,,
2020/08/24,"Central East",,0,,,,,0,,,,,,,
2020/08/24,Regina,132,14,0,0,116,2,0,,,,,,,
2020/08/24,"South West",213,11,0,0,181,1,0,,,,,,,
2020/08/24,"South West",,20,,,,,0,,,,,,,
2020/08/24,"South Central",189,9,0,0,168,3,0,,,,,,,
2020/08/24,"South Central",,9,,,,,0,,,,,,,
2020/08/24,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/24,"South East",,0,,,,,0,,,,,,,
2020/08/24,"South East",,0,,,,,0,,,,,,,
2020/08/24,"South East",,0,,,,,0,,,,,,,
2020/08/24,Total,1602,98,1,4,1482,22,3,,,,516,492,276,56
2020/08/25,"Far North West",346,0,0,0,339,7,0,,,,,,,
2020/08/25,"Far North West",,0,,,,,0,,,,,,,
2020/08/25,"Far North Central",0,0,0,0,0,0,0,,,,,,,
2020/08/25,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/25,"Far North East",,0,,,,,0,,,,,,,
2020/08/25,"North West",125,3,0,0,96,4,0,,,,,,,
2020/08/25,"North West",,1,,,,,0,,,,,,,
2020/08/25,"North West",,17,,,,,0,,,,,,,
2020/08/25,"North West",,4,,,,,0,,,,,,,
2020/08/25,"North Central",68,0,0,0,66,2,0,,,,,,,
2020/08/25,"North Central",,0,,,,,0,,,,,,,
2020/08/25,"North Central",,0,,,,,0,,,,,,,
2020/08/25,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/25,"North East",,0,,,,,0,,,,,,,
2020/08/25,"North East",,1,,,,,0,,,,,,,
2020/08/25,Saskatoon,251,4,1,3,245,2,0,,,,,,,
2020/08/25,"Central West",161,1,0,0,159,1,0,,,,,,,
2020/08/25,"Central West",,0,,,,,0,,,,,,,
2020/08/25,"Central East",33,1,0,0,31,1,0,,,,,,,
2020/08/25,"Central East",,0,,,,,0,,,,,,,
2020/08/25,"Central East",,0,,,,,0,,,,,,,
2020/08/25,"Central East",,0,,,,,0,,,,,,,
2020/08/25,"Central East",,0,,,,,0,,,,,,,
2020/08/25,Regina,132,10,0,0,120,2,0,,,,,,,
2020/08/25,"South West",213,10,0,0,184,1,0,,,,,,,
2020/08/25,"South West",,18,,,,,0,,,,,,,
2020/08/25,"South Central",189,9,0,0,168,3,0,,,,,,,
2020/08/25,"South Central",,9,,,,,0,,,,,,,
2020/08/25,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/25,"South East",,0,,,,,0,,,,,,,
2020/08/25,"South East",,0,,,,,0,,,,,,,
2020/08/25,"South East",,0,,,,,0,,,,,,,
2020/08/25,Total,1601,88,1,3,1490,23,0,,,,515,492,276,56
2020/08/26,"Far North West",346,0,0,0,339,7,0,,,,,,,
2020/08/26,"Far North West",,0,,,,,0,,,,,,,
2020/08/26,"Far North Central",0,0,0,0,0,0,0,,,,,,,
2020/08/26,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/26,"Far North East",,0,,,,,0,,,,,,,
2020/08/26,"North West",125,2,0,0,112,4,0,,,,,,,
2020/08/26,"North West",,1,,,,,0,,,,,,,
2020/08/26,"North West",,3,,,,,0,,,,,,,
2020/08/26,"North West",,3,,,,,0,,,,,,,
2020/08/26,"North Central",68,0,0,0,66,2,0,,,,,,,
2020/08/26,"North Central",,0,,,,,0,,,,,,,
2020/08/26,"North Central",,0,,,,,0,,,,,,,
2020/08/26,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/26,"North East",,0,,,,,0,,,,,,,
2020/08/26,"North East",,1,,,,,0,,,,,,,
2020/08/26,Saskatoon,254,7,1,2,245,2,3,,,,,,,
2020/08/26,"Central West",161,1,0,0,159,1,0,,,,,,,
2020/08/26,"Central West",,0,,,,,0,,,,,,,
2020/08/26,"Central East",33,1,0,0,31,1,0,,,,,,,
2020/08/26,"Central East",,0,,,,,0,,,,,,,
2020/08/26,"Central East",,0,,,,,0,,,,,,,
2020/08/26,"Central East",,0,,,,,0,,,,,,,
2020/08/26,"Central East",,0,,,,,0,,,,,,,
2020/08/26,Regina,132,5,0,0,125,2,0,,,,,,,
2020/08/26,"South West",213,9,0,0,191,1,0,,,,,,,
2020/08/26,"South West",,12,,,,,0,,,,,,,
2020/08/26,"South Central",189,6,0,0,170,4,0,,,,,,,
2020/08/26,"South Central",,9,,,,,0,,,,,,,
2020/08/26,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/26,"South East",,0,,,,,0,,,,,,,
2020/08/26,"South East",,0,,,,,0,,,,,,,
2020/08/26,"South East",,0,,,,,0,,,,,,,
2020/08/26,Total,1604,60,1,2,1520,24,3,,,,516,492,276,56
2020/08/27,"Far North West",346,0,0,0,339,7,0,,,,,,,
2020/08/27,"Far North West",,0,,,,,0,,,,,,,
2020/08/27,"Far North Central",0,0,0,0,0,0,0,,,,,,,
2020/08/27,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/27,"Far North East",,0,,,,,0,,,,,,,
2020/08/27,"North West",128,2,0,0,112,4,0,,,,,,,
2020/08/27,"North West",,1,,,,,0,,,,,,,
2020/08/27,"North West",,5,,,,,2,,,,,,,
2020/08/27,"North West",,4,,,,,1,,,,,,,
2020/08/27,"North Central",68,0,0,0,66,2,0,,,,,,,
2020/08/27,"North Central",,0,,,,,0,,,,,,,
2020/08/27,"North Central",,0,,,,,0,,,,,,,
2020/08/27,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/27,"North East",,0,,,,,0,,,,,,,
2020/08/27,"North East",,1,,,,,0,,,,,,,
2020/08/27,Saskatoon,256,9,1,2,245,2,2,,,,,,,
2020/08/27,"Central West",161,1,0,0,159,1,0,,,,,,,
2020/08/27,"Central West",,0,,,,,0,,,,,,,
2020/08/27,"Central East",33,1,0,0,31,1,0,,,,,,,
2020/08/27,"Central East",,0,,,,,0,,,,,,,
2020/08/27,"Central East",,0,,,,,0,,,,,,,
2020/08/27,"Central East",,0,,,,,0,,,,,,,
2020/08/27,"Central East",,0,,,,,0,,,,,,,
2020/08/27,Regina,132,5,0,0,125,2,0,,,,,,,
2020/08/27,"South West",213,9,0,0,196,1,0,,,,,,,
2020/08/27,"South West",,7,,,,,0,,,,,,,
2020/08/27,"South Central",189,6,0,0,172,4,0,,,,,,,
2020/08/27,"South Central",,7,,,,,0,,,,,,,
2020/08/27,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/27,"South East",,0,,,,,0,,,,,,,
2020/08/27,"South East",,0,,,,,0,,,,,,,
2020/08/27,"South East",,0,,,,,0,,,,,,,
2020/08/27,Total,1609,58,1,2,1527,24,5,,,,517,492,277,57
2020/08/28,"Far North West",347,1,0,0,339,7,1,,,,,,,
2020/08/28,"Far North West",,0,,,,,0,,,,,,,
2020/08/28,"Far North Central",0,0,0,0,0,0,0,,,,,,,
2020/08/28,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/28,"Far North East",,0,,,,,0,,,,,,,
2020/08/28,"North West",128,1,0,0,116,4,0,,,,,,,
2020/08/28,"North West",,1,,,,,0,,,,,,,
2020/08/28,"North West",,3,,,,,0,,,,,,,
2020/08/28,"North West",,3,,,,,0,,,,,,,
2020/08/28,"North Central",68,0,0,0,66,2,0,,,,,,,
2020/08/28,"North Central",,0,,,,,0,,,,,,,
2020/08/28,"North Central",,0,,,,,0,,,,,,,
2020/08/28,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/28,"North East",,0,,,,,0,,,,,,,
2020/08/28,"North East",,1,,,,,0,,,,,,,
2020/08/28,Saskatoon,257,8,1,2,247,2,1,,,,,,,
2020/08/28,"Central West",161,1,0,0,159,1,0,,,,,,,
2020/08/28,"Central West",,0,,,,,0,,,,,,,
2020/08/28,"Central East",33,1,0,0,32,1,0,,,,,,,
2020/08/28,"Central East",,0,,,,,0,,,,,,,
2020/08/28,"Central East",,0,,,,,0,,,,,,,
2020/08/28,"Central East",,0,,,,,0,,,,,,,
2020/08/28,"Central East",,0,,,,,0,,,,,,,
2020/08/28,Regina,132,0,0,0,129,2,0,,,,,,,
2020/08/28,"South West",213,6,0,0,199,1,0,,,,,,,
2020/08/28,"South West",,7,,,,,0,,,,,,,
2020/08/28,"South Central",189,6,0,0,174,4,0,,,,,,,
2020/08/28,"South Central",,5,,,,,0,,,,,,,
2020/08/28,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/28,"South East",,0,,,,,0,,,,,,,
2020/08/28,"South East",,0,,,,,0,,,,,,,
2020/08/28,"South East",,0,,,,,0,,,,,,,
2020/08/28,Total,1611,44,1,2,1543,24,2,,,,518,493,277,57
2020/08/29,"Far North West",347,1,0,0,339,7,0,,,,,,,
2020/08/29,"Far North West",,0,,,,,0,,,,,,,
2020/08/29,"Far North Central",0,0,0,0,0,0,0,,,,,,,
2020/08/29,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/29,"Far North East",,0,,,,,0,,,,,,,
2020/08/29,"North West",128,1,0,0,116,4,0,,,,,,,
2020/08/29,"North West",,1,,,,,0,,,,,,,
2020/08/29,"North West",,3,,,,,0,,,,,,,
2020/08/29,"North West",,3,,,,,0,,,,,,,
2020/08/29,"North Central",68,0,0,0,66,2,0,,,,,,,
2020/08/29,"North Central",,0,,,,,0,,,,,,,
2020/08/29,"North Central",,0,,,,,0,,,,,,,
2020/08/29,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/29,"North East",,0,,,,,0,,,,,,,
2020/08/29,"North East",,1,,,,,0,,,,,,,
2020/08/29,Saskatoon,259,10,1,2,247,2,2,,,,,,,
2020/08/29,"Central West",161,1,0,0,159,1,0,,,,,,,
2020/08/29,"Central West",,0,,,,,0,,,,,,,
2020/08/29,"Central East",33,1,0,0,32,1,0,,,,,,,
2020/08/29,"Central East",,0,,,,,0,,,,,,,
2020/08/29,"Central East",,0,,,,,0,,,,,,,
2020/08/29,"Central East",,0,,,,,0,,,,,,,
2020/08/29,"Central East",,0,,,,,0,,,,,,,
2020/08/29,Regina,132,1,0,0,129,2,0,,,,,,,
2020/08/29,"South West",215,4,0,0,201,1,0,,,,,,,
2020/08/29,"South West",,9,,,,,2,,,,,,,
2020/08/29,"South Central",189,5,0,0,177,4,0,,,,,,,
2020/08/29,"South Central",,3,,,,,0,,,,,,,
2020/08/29,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/29,"South East",,0,,,,,0,,,,,,,
2020/08/29,"South East",,0,,,,,0,,,,,,,
2020/08/29,"South East",,0,,,,,0,,,,,,,
2020/08/29,Total,1615,43,1,2,1548,24,4,,,,519,494,277,58
2020/08/30,"Far North West",347,1,0,0,339,7,0,,,,,,,
2020/08/30,"Far North West",,0,,,,,0,,,,,,,
2020/08/30,"Far North Central",0,0,0,0,0,0,0,,,,,,,
2020/08/30,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/30,"Far North East",,0,,,,,0,,,,,,,
2020/08/30,"North West",128,1,0,0,116,4,0,,,,,,,
2020/08/30,"North West",,1,,,,,0,,,,,,,
2020/08/30,"North West",,3,,,,,0,,,,,,,
2020/08/30,"North West",,3,,,,,0,,,,,,,
2020/08/30,"North Central",68,0,0,0,66,2,0,,,,,,,
2020/08/30,"North Central",,0,,,,,0,,,,,,,
2020/08/30,"North Central",,0,,,,,0,,,,,,,
2020/08/30,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/30,"North East",,0,,,,,0,,,,,,,
2020/08/30,"North East",,1,,,,,0,,,,,,,
2020/08/30,Saskatoon,259,10,1,2,247,2,0,,,,,,,
2020/08/30,"Central West",161,1,0,0,159,1,0,,,,,,,
2020/08/30,"Central West",,0,,,,,0,,,,,,,
2020/08/30,"Central East",33,1,0,0,32,1,0,,,,,,,
2020/08/30,"Central East",,0,,,,,0,,,,,,,
2020/08/30,"Central East",,0,,,,,0,,,,,,,
2020/08/30,"Central East",,0,,,,,0,,,,,,,
2020/08/30,"Central East",,0,,,,,0,,,,,,,
2020/08/30,Regina,132,1,0,0,129,2,0,,,,,,,
2020/08/30,"South West",215,4,0,0,202,1,0,,,,,,,
2020/08/30,"South West",,8,,,,,0,,,,,,,
2020/08/30,"South Central",189,5,0,0,177,4,0,,,,,,,
2020/08/30,"South Central",,3,,,,,0,,,,,,,
2020/08/30,"South East",11,0,0,0,11,0,0,,,,,,,
2020/08/30,"South East",,0,,,,,0,,,,,,,
2020/08/30,"South East",,0,,,,,0,,,,,,,
2020/08/30,"South East",,0,,,,,0,,,,,,,
2020/08/30,Total,1615,42,1,2,1549,24,0,,,,519,494,277,58
2020/08/31,"Far North West",347,1,0,0,339,7,0,,,,,,,
2020/08/31,"Far North West",,0,,,,,0,,,,,,,
2020/08/31,"Far North Central",0,0,0,0,0,0,0,,,,,,,
2020/08/31,"Far North East",6,0,0,0,6,0,0,,,,,,,
2020/08/31,"Far North East",,0,,,,,0,,,,,,,
2020/08/31,"North West",128,1,0,0,116,4,0,,,,,,,
2020/08/31,"North West",,1,,,,,0,,,,,,,
2020/08/31,"North West",,3,,,,,0,,,,,,,
2020/08/31,"North West",,3,,,,,0,,,,,,,
2020/08/31,"North Central",68,0,0,0,66,2,0,,,,,,,
2020/08/31,"North Central",,0,,,,,0,,,,,,,
2020/08/31,"North Central",,0,,,,,0,,,,,,,
2020/08/31,"North East",66,0,0,0,65,0,0,,,,,,,
2020/08/31,"North East",,0,,,,,0,,,,,,,
2020/08/31,"North East",,1,,,,,0,,,,,,,
2020/08/31,Saskatoon,260,11,1,2,247,2,1,,,,,,,
2020/08/31,"Central West",161,1,0,0,159,1,0,,,,,,,
2020/08/31,"Central West",,0,,,,,0,,,,,,,
